molecule_idx,n_basis,regularization,nmape,r2,mae
80224,3003,1e-10,0.2331106027187346,0.9999987124236656,0.000169508470517
6747,2794,1e-10,0.2399799185597531,0.9999985382612546,0.0001967541301447
74996,3465,1e-10,0.2545149465452915,0.9999976313705408,0.0002004590897341
15079,2970,1e-10,0.2754272809655652,0.9999977235051046,0.0002205892673078
51246,3553,1e-10,0.2469519365566925,0.9999980077144096,0.0001873362768262
56306,3377,1e-10,0.2871584555912107,0.9999969734279252,0.000204917269807
37967,3025,1e-10,0.2913097099957659,0.9999963987759064,0.0002238261652875
42234,3168,1e-10,0.2762243136990839,0.9999972999668678,0.0001877703158179
118974,3003,1e-10,0.2768771538974088,0.99999833792333,0.0001751427356599
15980,2640,1e-10,0.2848910436447195,0.9999967991859484,0.0001840265133236
33012,3201,1e-10,0.2899120586292907,0.9999972299812948,0.0001788036186774
49164,3465,1e-10,0.2641312902509229,0.9999978421564268,0.000160372340999
109021,3674,1e-10,0.2553780574244568,0.999998251547502,0.0001665412180019
67775,3432,1e-10,0.2644817568570085,0.9999968390506228,0.000178190324663
79773,3520,1e-10,0.238780828126908,0.9999978201878345,0.0001687008075896
25336,2915,1e-10,0.2331858426406982,0.9999982976854512,0.0002782277183228
123381,2724,1e-10,0.26599115007916,0.9999981108622468,0.0004048527276504
15085,2530,1e-10,0.2857892011556151,0.9999977653128818,0.0001910302171042
16043,2937,1e-10,0.2829105314093267,0.9999969357840932,0.0002384078770343
67004,3146,1e-10,0.2451925771201726,0.9999981097645306,0.0001974894169397
17771,3025,1e-10,0.2709361565741093,0.9999974305931956,0.00019148424648
12565,2882,1e-10,0.2777130885533708,0.9999977753254432,0.00021273584425
91729,3443,1e-10,0.2607931487499587,0.9999983610446238,0.0001802871833837
43810,3234,1e-10,0.2764079129777751,0.9999975514243806,0.0002288352124885
9866,2618,1e-10,0.260372070530691,0.9999980812019492,0.0002118098663822
47768,3322,1e-10,0.2783408013592917,0.9999975402700196,0.0002252685933842
60591,3168,1e-10,0.2697778372982533,0.9999974058017324,0.0002028602144506
114394,3113,1e-10,0.2658237840442101,0.9999977742680428,0.0002135507851888
55630,3410,1e-10,0.2867611104148477,0.9999976786371804,0.0002107951718936
115594,3025,1e-10,0.2606577036054187,0.9999976921777256,0.0002586896610814
35484,3410,1e-10,0.2519033425577137,0.9999979163879,0.000234165177635
106603,3960,1e-10,0.2521173098192407,0.9999974667251764,0.0001820014193076
80414,3344,1e-10,0.2926168085913921,0.9999965157376628,0.0002068911796767
71581,3641,1e-10,0.2790750915540183,0.9999970517897092,0.0002188057012286
62300,3003,1e-10,0.2912072253377613,0.9999976673656948,0.0002201482853439
5152,2849,1e-10,0.2686684052727219,0.9999978281259906,0.0002085170273978
17227,3113,1e-10,0.2779268726098265,0.9999974772674676,0.0002093243858352
55956,3696,1e-10,0.3005074525411227,0.999996330852475,0.0001999449319546
1173,2706,1e-10,0.2530723657752055,0.9999983482055886,0.0002016538290776
13873,2970,1e-10,0.2459425550318425,0.9999983229386112,0.0001925088139564
94181,3410,1e-10,0.272344195175257,0.9999978304012468,0.0002097252550684
76678,3377,1e-10,0.2564208738594279,0.9999974663336076,0.0002368784088603
102737,3498,1e-10,0.2883374080188147,0.9999972562695004,0.0001894730440208
14334,2585,1e-10,0.2513551165474907,0.999997991850472,0.0002027700527052
24137,3289,1e-10,0.2666168030329998,0.9999979111231702,0.0001807082645046
59992,3289,1e-10,0.3084625105007363,0.9999969984924084,0.0001625743146209
71995,3553,1e-10,0.2822337722583324,0.999996977542281,0.0002155050427956
78101,3201,1e-10,0.2790885310679737,0.9999974078687572,0.0002072858579936
13243,2794,1e-10,0.2660710706390513,0.9999979259226676,0.0002253204823827
105740,3322,1e-10,0.2634282924113996,0.9999978665773936,0.000200668661343
110940,3355,1e-10,0.2640150703291037,0.9999981926971396,0.0001920397817098
30720,3289,1e-10,0.2793726334811791,0.9999976882419566,0.0001993515815261
15942,3025,1e-10,0.3100567529715263,0.9999963398021172,0.000212298584128
3875,2618,1e-10,0.3032813009275393,0.9999970143670188,0.00026421232669
104697,3289,1e-10,0.2666960647309658,0.9999978135981298,0.0001640729153729
16514,3201,1e-10,0.3014500020725112,0.9999968664030474,0.0002260306054205
16049,2937,1e-10,0.3123365310208335,0.9999965178964748,0.0002466433393379
81450,3553,1e-10,0.2648151815121234,0.9999974496136856,0.0002102616396842
68340,3432,1e-10,0.237052154471919,0.9999977135937912,0.0001578014803357
92651,3300,1e-10,0.2594215753194453,0.99999831083613,0.0002411361434627
7097,3058,1e-10,0.289874003805418,0.9999971820012354,0.0002181307230818
100114,3377,1e-10,0.2814096271879598,0.999996941457168,0.0002088746722418
97006,3322,1e-10,0.2604256199633235,0.999998030957398,0.0001940095259984
66019,3113,1e-10,0.2818159812937612,0.9999973467858057,0.000211997100817
43073,2970,1e-10,0.2301547289610269,0.9999983759215214,0.0002638664414431
109467,3674,1e-10,0.2767886765850185,0.9999980637988216,0.0001694271267061
4144,2794,1e-10,0.2634398311543096,0.9999980266569716,0.0002362398211912
80448,3080,1e-10,0.2779344135926653,0.999997474907824,0.0001948458089941
40580,3058,1e-10,0.2658801512874427,0.9999979007120596,0.000209830873299
98986,3520,1e-10,0.3025229597438037,0.9999961916647344,0.0001823803056426
